Class,Biological Process,Gene
Immune Response,Type II Interferon Signaling,HLA-DRB 
Immune Response,Type II Interferon Signaling,HLA-DRB3 
Immune Response,Type II Interferon Signaling,HLA-DRB4 
Immune Response,Type II Interferon Signaling,HLA-DRB5 
Immune Response,Type II Interferon Signaling,HLA-E 
Immune Response,Type II Interferon Signaling,HLA-F 
Immune Response,Type II Interferon Signaling,HLA-G 
Immune Response,Type II Interferon Signaling,ICAM1 
Immune Response,Type II Interferon Signaling,IFNG 
Immune Response,Type II Interferon Signaling,IFNGR1 
Immune Response,Type II Interferon Signaling,IFNGR2 
Immune Response,Type II Interferon Signaling,IRF1 
Immune Response,Type II Interferon Signaling,IRF2 
Immune Response,Type II Interferon Signaling,IRF3 
Immune Response,Type II Interferon Signaling,IRF4 
Immune Response,Type II Interferon Signaling,IRF5 
Immune Response,Type II Interferon Signaling,IRF7 
Immune Response,Type II Interferon Signaling,IRF8 
Immune Response,Type II Interferon Signaling,IRF9 
Immune Response,Type II Interferon Signaling,JAK1 
Immune Response,Type II Interferon Signaling,JAK2 
Immune Response,Type II Interferon Signaling,NCAM1 
Immune Response,Type II Interferon Signaling,OAS1 
Immune Response,Type II Interferon Signaling,OAS2 
Immune Response,Type II Interferon Signaling,OAS3 
Immune Response,Type II Interferon Signaling,OASL 
Immune Response,Type II Interferon Signaling,PML 
Immune Response,Type II Interferon Signaling,PRKCD 
Immune Response,Type II Interferon Signaling,PTPN11 
Immune Response,Type II Interferon Signaling,SOCS1 
Immune Response,Type II Interferon Signaling,SOCS3 
Immune Response,Type II Interferon Signaling,TRIM21 
Immune Response,Type II Interferon Signaling,VCAM1
Immune Response,Type III Interferon Signaling,IFNL1 
Immune Response,Type III Interferon Signaling,IFNL2 
Immune Response,Type III Interferon Signaling,IRF9 
Immune Response,Type III Interferon Signaling,JAK1 
Immune Response,Type III Interferon Signaling,STAT1 
Immune Response,Type III Interferon Signaling,STAT2 
Immune Response,Type III Interferon Signaling,TYK2
Innate Immunity,Complement System,A2M 
Innate Immunity,Complement System,C1QA 
Innate Immunity,Complement System,C1QB 
Innate Immunity,Complement System,C1R 
Innate Immunity,Complement System,C1S 
Innate Immunity,Complement System,C2 
Innate Immunity,Complement System,C3 
Innate Immunity,Complement System,C3AR1 
Innate Immunity,Complement System,C4B 
Innate Immunity,Complement System,C4BPA 
Innate Immunity,Complement System,C5 
Innate Immunity,Complement System,C5AR1 
Innate Immunity,Complement System,C6 
Innate Immunity,Complement System,C7 
Innate Immunity,Complement System,C8A 
Innate Immunity,Complement System,C8B 
Innate Immunity,Complement System,C8G 
Innate Immunity,Complement System,C9 
Innate Immunity,Complement System,CD19 
Innate Immunity,Complement System,CD46 
Innate Immunity,Complement System,CD55 
Innate Immunity,Complement System,CD59 
Innate Immunity,Complement System,CD81 
Innate Immunity,Complement System,CFB 
Innate Immunity,Complement System,CFD 
Innate Immunity,Complement System,CFI 
Innate Immunity,Complement System,CFP 
Innate Immunity,Complement System,CLU 
Innate Immunity,Complement System,CR1 
Innate Immunity,Complement System,CR2 
Innate Immunity,Complement System,CRP 
Innate Immunity,Complement System,ELANE 
Innate Immunity,Complement System,F12 
Innate Immunity,Complement System,F13A1 
Innate Immunity,Complement System,FCN1 
Innate Immunity,Complement System,GZMM 
Innate Immunity,Complement System,ITGAM 
Innate Immunity,Complement System,ITGAX 
Innate Immunity,Complement System,ITGB2 
Innate Immunity,Complement System,MASP1 
Innate Immunity,Complement System,MASP2 
Innate Immunity,Complement System,MBL2 
Innate Immunity,Complement System,PLAT 
Innate Immunity,Complement System,PLAU 
Innate Immunity,Complement System,PLAUR 
Innate Immunity,Complement System,SERPINA1 
Innate Immunity,Complement System,SERPINB2 
Innate Immunity,Complement System,SERPING1 
Innate Immunity,Complement System,THBD
Innate Immunity,Dendritic Cells,ADGRE1 
Innate Immunity,Dendritic Cells,BATF3 
Innate Immunity,Dendritic Cells,BST2 
Innate Immunity,Dendritic Cells,CD22 
Innate Immunity,Dendritic Cells,CD33 
Innate Immunity,Dendritic Cells,CD83 
Innate Immunity,Dendritic Cells,CLEC4C 
Innate Immunity,Dendritic Cells,CLEC5A 
Innate Immunity,Dendritic Cells,HSP90B1 
Innate Immunity,Dendritic Cells,IL3RA 
Innate Immunity,Dendritic Cells,ITGAX 
Innate Immunity,Dendritic Cells,LILRA3 
Innate Immunity,Dendritic Cells,LILRA4 
Innate Immunity,Dendritic Cells,SIGLEC5 
Innate Immunity,Dendritic Cells,SIGLEC8 
Innate Immunity,Dendritic Cells,TLR7 
Innate Immunity,Dendritic Cells,TLR9 
Innate Immunity,Dendritic Cells,TREM1 
Innate Immunity,Dendritic Cells,TREM2
Innate Immunity,DNA Sensing,CASP1 
Innate Immunity,DNA Sensing,CCL4 
Innate Immunity,DNA Sensing,CCL5 
Innate Immunity,DNA Sensing,CGAS 
Innate Immunity,DNA Sensing,CHUK 
Innate Immunity,DNA Sensing,CREBBP 
Innate Immunity,DNA Sensing,CTNNB1 
Innate Immunity,DNA Sensing,CXCL10 
Innate Immunity,DNA Sensing,DDX58 
Innate Immunity,DNA Sensing,DTX4 
Innate Immunity,DNA Sensing,EP300 
Innate Immunity,DNA Sensing,IFI16 
Innate Immunity,DNA Sensing,IFNA1 
Innate Immunity,DNA Sensing,IFNA2 
Innate Immunity,DNA Sensing,IFNA7/17 
Innate Immunity,DNA Sensing,IFNA8 
Innate Immunity,DNA Sensing,IFNB1 
Innate Immunity,DNA Sensing,IKBKB 
Innate Immunity,DNA Sensing,IKBKE 
Innate Immunity,DNA Sensing,IKBKG 
Innate Immunity,DNA Sensing,IL18 
Innate Immunity,DNA Sensing,IL1B 
Innate Immunity,DNA Sensing,IL33 
Innate Immunity,DNA Sensing,IL6 
Innate Immunity,DNA Sensing,IRF3 
Innate Immunity,DNA Sensing,IRF7 
Innate Immunity,DNA Sensing,MAVS 
Innate Immunity,DNA Sensing,MRE11 
Innate Immunity,DNA Sensing,MYD88 
Innate Immunity,DNA Sensing,NFKB1 
Innate Immunity,DNA Sensing,NFKB2 
Innate Immunity,DNA Sensing,NFKBIA 
Innate Immunity,DNA Sensing,POLR2H 
Innate Immunity,DNA Sensing,PRKDC 
Innate Immunity,DNA Sensing,PYCARD 
Innate Immunity,DNA Sensing,RELA 
Innate Immunity,DNA Sensing,RIPK1 
Innate Immunity,DNA Sensing,RIPK3 
Innate Immunity,DNA Sensing,RPS27A 
Innate Immunity,DNA Sensing,STAT6 
Innate Immunity,DNA Sensing,STING1 
Innate Immunity,DNA Sensing,TBK1 
Innate Immunity,DNA Sensing,TICAM1 
Innate Immunity,DNA Sensing,TLR3 
Innate Immunity,DNA Sensing,TRIM21 
Innate Immunity,DNA Sensing,UBB 
Innate Immunity,DNA Sensing,UBC
Innate Immunity,Glycan Sensing,BCL10 
Innate Immunity,Glycan Sensing,CARD11 
Innate Immunity,Glycan Sensing,CARD9 
Innate Immunity,Glycan Sensing,CASP8 
Innate Immunity,Glycan Sensing,CD209 
Innate Immunity,Glycan Sensing,CHUK 
Innate Immunity,Glycan Sensing,CLEC4A 
Innate Immunity,Glycan Sensing,CLEC4C 
Innate Immunity,Glycan Sensing,CLEC4E 
Innate Immunity,Glycan Sensing,CLEC6A 
Innate Immunity,Glycan Sensing,CLEC7A 
Innate Immunity,Glycan Sensing,CREBBP 
Innate Immunity,Glycan Sensing,CUL1 
Innate Immunity,Glycan Sensing,EP300 
Innate Immunity,Glycan Sensing,FCER1G 
Innate Immunity,Glycan Sensing,FYN 
Innate Immunity,Glycan Sensing,HRAS 
Innate Immunity,Glycan Sensing,ICAM2 
Innate Immunity,Glycan Sensing,ICAM3 
Innate Immunity,Glycan Sensing,IKBKB 
Innate Immunity,Glycan Sensing,IKBKG 
Innate Immunity,Glycan Sensing,IL1B 
Innate Immunity,Glycan Sensing,LYN 
Innate Immunity,Glycan Sensing,MAP3K14 
Innate Immunity,Glycan Sensing,MAP3K7 
Innate Immunity,Glycan Sensing,MUC1 
Innate Immunity,Glycan Sensing,MUC4 
Innate Immunity,Glycan Sensing,NFATC1 
Innate Immunity,Glycan Sensing,NFATC2 
Innate Immunity,Glycan Sensing,NFATC3 
Innate Immunity,Glycan Sensing,NFKB1 
Innate Immunity,Glycan Sensing,NFKB2 
Innate Immunity,Glycan Sensing,NFKBIA 
Innate Immunity,Glycan Sensing,NRAS 
Innate Immunity,Glycan Sensing,PAK3 
Innate Immunity,Glycan Sensing,PLCG2 
Innate Immunity,Glycan Sensing,PPP3CA 
Innate Immunity,Glycan Sensing,PPP3CB 
Innate Immunity,Glycan Sensing,PPP3R1 
Innate Immunity,Glycan Sensing,PRKACA 
Innate Immunity,Glycan Sensing,PRKACB 
Innate Immunity,Glycan Sensing,PRKACG 
Innate Immunity,Glycan Sensing,PRKCD 
Innate Immunity,Glycan Sensing,PSMB10 
Innate Immunity,Glycan Sensing,PSMB2 
Innate Immunity,Glycan Sensing,PSMB5 
Innate Immunity,Glycan Sensing,PSMB7 
Innate Immunity,Glycan Sensing,PSMB8 
Innate Immunity,Glycan Sensing,PSMB9 
Innate Immunity,Glycan Sensing,PSMC4 
Innate Immunity,Glycan Sensing,PSMD7 
Innate Immunity,Glycan Sensing,PYCARD 
Innate Immunity,Glycan Sensing,RAF1 
Innate Immunity,Glycan Sensing,RELA 
Innate Immunity,Glycan Sensing,RELB 
Innate Immunity,Glycan Sensing,RPS27A 
Innate Immunity,Glycan Sensing,RPS6KA5 
Innate Immunity,Glycan Sensing,SKP1 
Innate Immunity,Glycan Sensing,SYK 
Innate Immunity,Glycan Sensing,TAB1 
Innate Immunity,Glycan Sensing,TRAF6 
Innate Immunity,Glycan Sensing,UBB 
Innate Immunity,Glycan Sensing,UBC
Innate Immunity,Host Defense Peptides,ATOX1 
Innate Immunity,Host Defense Peptides,CAMP 
Innate Immunity,Host Defense Peptides,CCR2 
Innate Immunity,Host Defense Peptides,CCR6 
Innate Immunity,Host Defense Peptides,CD4 
Innate Immunity,Host Defense Peptides,CLU 
Innate Immunity,Host Defense Peptides,CTSG 
Innate Immunity,Host Defense Peptides,DEFB1 
Innate Immunity,Host Defense Peptides,DEFB134 
Innate Immunity,Host Defense Peptides,ELANE 
Innate Immunity,Host Defense Peptides,GNLY 
Innate Immunity,Host Defense Peptides,LCN2 
Innate Immunity,Host Defense Peptides,LTF 
Innate Immunity,Host Defense Peptides,LYZ 
Innate Immunity,Host Defense Peptides,PLA2G2A 
Innate Immunity,Host Defense Peptides,S100A7 
Innate Immunity,Host Defense Peptides,S100A8 
Innate Immunity,Host Defense Peptides,S100A9 
Innate Immunity,Host Defense Peptides,SEMG1 
Innate Immunity,Host Defense Peptides,SLC11A1 
Innate Immunity,Host Defense Peptides,TLR1 
Innate Immunity,Host Defense Peptides,TLR2
Innate Immunity,Inflammasomes,APP 
Innate Immunity,Inflammasomes,BCL2 
Innate Immunity,Inflammasomes,BCL2L1 
Innate Immunity,Inflammasomes,CASP1 
Innate Immunity,Inflammasomes,MEFV 
Innate Immunity,Inflammasomes,NFKB1 
Innate Immunity,Inflammasomes,NFKB2 
Innate Immunity,Inflammasomes,NLRP3 
Innate Immunity,Inflammasomes,PYCARD 
Innate Immunity,Inflammasomes,RELA 
Innate Immunity,Inflammasomes,TXNIP
Innate Immunity,Myeloid Inflammation,AKT1 
Innate Immunity,Myeloid Inflammation,AKT2 
Innate Immunity,Myeloid Inflammation,AKT3 
Innate Immunity,Myeloid Inflammation,BCL10 
Innate Immunity,Myeloid Inflammation,BTK 
Innate Immunity,Myeloid Inflammation,CARD11 
Innate Immunity,Myeloid Inflammation,CD163 
Innate Immunity,Myeloid Inflammation,CHUK 
Innate Immunity,Myeloid Inflammation,CIC 
Innate Immunity,Myeloid Inflammation,CSF2 
Innate Immunity,Myeloid Inflammation,CUL1 
Innate Immunity,Myeloid Inflammation,FCER1A 
Innate Immunity,Myeloid Inflammation,FCER1G 
Innate Immunity,Myeloid Inflammation,FOS 
Innate Immunity,Myeloid Inflammation,FYN 
Innate Immunity,Myeloid Inflammation,GMIP 
Innate Immunity,Myeloid Inflammation,GRB2 
Innate Immunity,Myeloid Inflammation,HRAS 
Innate Immunity,Myeloid Inflammation,IKBKB 
Innate Immunity,Myeloid Inflammation,IKBKG 
Innate Immunity,Myeloid Inflammation,IL13 
Innate Immunity,Myeloid Inflammation,IL3 
Innate Immunity,Myeloid Inflammation,IL4 
Innate Immunity,Myeloid Inflammation,IL5 
Innate Immunity,Myeloid Inflammation,INPP5D 
Innate Immunity,Myeloid Inflammation,ITK 
Innate Immunity,Myeloid Inflammation,JUN 
Innate Immunity,Myeloid Inflammation,KRAS 
Innate Immunity,Myeloid Inflammation,LAT 
Innate Immunity,Myeloid Inflammation,LYN 
Innate Immunity,Myeloid Inflammation,MAP2K1 
Innate Immunity,Myeloid Inflammation,MAP2K2 
Innate Immunity,Myeloid Inflammation,MAP2K4 
Innate Immunity,Myeloid Inflammation,MAP2K6 
Innate Immunity,Myeloid Inflammation,MAP3K1 
Innate Immunity,Myeloid Inflammation,MAP3K7 
Innate Immunity,Myeloid Inflammation,MAPK1 
Innate Immunity,Myeloid Inflammation,MAPK10 
Innate Immunity,Myeloid Inflammation,MAPK11 
Innate Immunity,Myeloid Inflammation,MAPK12 
Innate Immunity,Myeloid Inflammation,MAPK14 
Innate Immunity,Myeloid Inflammation,MAPK3 
Innate Immunity,Myeloid Inflammation,MAPK8 
Innate Immunity,Myeloid Inflammation,MAPK9 
Innate Immunity,Myeloid Inflammation,MS4A2 
Innate Immunity,Myeloid Inflammation,MS4A4A 
Innate Immunity,Myeloid Inflammation,MS4A6A 
Innate Immunity,Myeloid Inflammation,NFATC1 
Innate Immunity,Myeloid Inflammation,NFATC2 
Innate Immunity,Myeloid Inflammation,NFATC3 
Innate Immunity,Myeloid Inflammation,NFKB1 
Innate Immunity,Myeloid Inflammation,NFKBIA 
Innate Immunity,Myeloid Inflammation,NRAS 
Innate Immunity,Myeloid Inflammation,PIK3CA 
Innate Immunity,Myeloid Inflammation,PIK3CB 
Innate Immunity,Myeloid Inflammation,PIK3CD 
Innate Immunity,Myeloid Inflammation,PIK3R1 
Innate Immunity,Myeloid Inflammation,PIK3R2 
Innate Immunity,Myeloid Inflammation,PIK3R3 
Innate Immunity,Myeloid Inflammation,PLA2G4A 
Innate Immunity,Myeloid Inflammation,PLA2G4C 
Innate Immunity,Myeloid Inflammation,PLA2G4E 
Innate Immunity,Myeloid Inflammation,PLA2G4F 
Innate Immunity,Myeloid Inflammation,PLCG2 
Innate Immunity,Myeloid Inflammation,PPP3CA 
Innate Immunity,Myeloid Inflammation,PPP3CB 
Innate Immunity,Myeloid Inflammation,PPP3R1 
Innate Immunity,Myeloid Inflammation,PRKCA 
Innate Immunity,Myeloid Inflammation,PSMB10 
Innate Immunity,Myeloid Inflammation,PSMB2 
Innate Immunity,Myeloid Inflammation,PSMB5 
Innate Immunity,Myeloid Inflammation,PSMB7 
Innate Immunity,Myeloid Inflammation,PSMB8 
Innate Immunity,Myeloid Inflammation,PSMB9 
Innate Immunity,Myeloid Inflammation,PSMC4 
Innate Immunity,Myeloid Inflammation,PSMD7 
Innate Immunity,Myeloid Inflammation,RAC1 
Innate Immunity,Myeloid Inflammation,RAC2 
Innate Immunity,Myeloid Inflammation,RAC3 
Innate Immunity,Myeloid Inflammation,RAF1 
Innate Immunity,Myeloid Inflammation,RASGRP1 
Innate Immunity,Myeloid Inflammation,RASGRP2 
Innate Immunity,Myeloid Inflammation,RELA 
Innate Immunity,Myeloid Inflammation,RPS27A 
Innate Immunity,Myeloid Inflammation,SAMD9 
Innate Immunity,Myeloid Inflammation,SBNO2 
Innate Immunity,Myeloid Inflammation,SKP1 
Innate Immunity,Myeloid Inflammation,SOS1 
Innate Immunity,Myeloid Inflammation,SOS2 
Innate Immunity,Myeloid Inflammation,SYK 
Innate Immunity,Myeloid Inflammation,TAB1 
Innate Immunity,Myeloid Inflammation,TNF 
Innate Immunity,Myeloid Inflammation,TRAF6 
Innate Immunity,Myeloid Inflammation,TXK 
Innate Immunity,Myeloid Inflammation,UBB 
Innate Immunity,Myeloid Inflammation,UBC
Innate Immunity,Neutrophil Degranulation,ADGRE5 
Innate Immunity,Neutrophil Degranulation,ALDOA 
Innate Immunity,Neutrophil Degranulation,ALDOC 
Innate Immunity,Neutrophil Degranulation,ARG1 
Innate Immunity,Neutrophil Degranulation,ATG7 
Innate Immunity,Neutrophil Degranulation,B2M 
Innate Immunity,Neutrophil Degranulation,BST1 
Innate Immunity,Neutrophil Degranulation,BST2 
Innate Immunity,Neutrophil Degranulation,C3 
Innate Immunity,Neutrophil Degranulation,C3AR1 
Innate Immunity,Neutrophil Degranulation,C5AR1 
Innate Immunity,Neutrophil Degranulation,CALML5 
Innate Immunity,Neutrophil Degranulation,CAMP 
Innate Immunity,Neutrophil Degranulation,CD14 
Innate Immunity,Neutrophil Degranulation,CD300A 
Innate Immunity,Neutrophil Degranulation,CD33 
Innate Immunity,Neutrophil Degranulation,CD36 
Innate Immunity,Neutrophil Degranulation,CD44 
Innate Immunity,Neutrophil Degranulation,CD47 
Innate Immunity,Neutrophil Degranulation,CD53 
Innate Immunity,Neutrophil Degranulation,CD55 
Innate Immunity,Neutrophil Degranulation,CD58 
Innate Immunity,Neutrophil Degranulation,CD59 
Innate Immunity,Neutrophil Degranulation,CD63 
Innate Immunity,Neutrophil Degranulation,CD68 
Innate Immunity,Neutrophil Degranulation,CEACAM1 
Innate Immunity,Neutrophil Degranulation,CEACAM3 
Innate Immunity,Neutrophil Degranulation,CEACAM6 
Innate Immunity,Neutrophil Degranulation,CEACAM8 
Innate Immunity,Neutrophil Degranulation,CFD 
Innate Immunity,Neutrophil Degranulation,CFP 
Innate Immunity,Neutrophil Degranulation,CHIT1 
Innate Immunity,Neutrophil Degranulation,CLEC4C 
Innate Immunity,Neutrophil Degranulation,CLEC5A 
Innate Immunity,Neutrophil Degranulation,CMTM6 
Innate Immunity,Neutrophil Degranulation,CR1 
Innate Immunity,Neutrophil Degranulation,CTSG 
Innate Immunity,Neutrophil Degranulation,CTSH 
Innate Immunity,Neutrophil Degranulation,CTSS 
Innate Immunity,Neutrophil Degranulation,CXCL1 
Innate Immunity,Neutrophil Degranulation,CXCR1 
Innate Immunity,Neutrophil Degranulation,CXCR2 
Innate Immunity,Neutrophil Degranulation,CYBB 
Innate Immunity,Neutrophil Degranulation,DSP 
Innate Immunity,Neutrophil Degranulation,ELANE 
Innate Immunity,Neutrophil Degranulation,FCAR 
Innate Immunity,Neutrophil Degranulation,FCER1G 
Innate Immunity,Neutrophil Degranulation,FCN1 
Innate Immunity,Neutrophil Degranulation,FGCR2A/B 
Innate Immunity,Neutrophil Degranulation,FPR1 
Innate Immunity,Neutrophil Degranulation,FPR2 
Innate Immunity,Neutrophil Degranulation,GPI 
Innate Immunity,Neutrophil Degranulation,GUSB 
Innate Immunity,Neutrophil Degranulation,HLA-A 
Innate Immunity,Neutrophil Degranulation,HLA-B 
Innate Immunity,Neutrophil Degranulation,HLA-C 
Innate Immunity,Neutrophil Degranulation,HMGB1 
Innate Immunity,Neutrophil Degranulation,HSPA1A 
Innate Immunity,Neutrophil Degranulation,HSPA6 
Innate Immunity,Neutrophil Degranulation,IDH1 
Innate Immunity,Neutrophil Degranulation,IGF2R 
Innate Immunity,Neutrophil Degranulation,ITGAL 
Innate Immunity,Neutrophil Degranulation,ITGAM 
Innate Immunity,Neutrophil Degranulation,ITGAV 
Innate Immunity,Neutrophil Degranulation,ITGAX 
Innate Immunity,Neutrophil Degranulation,ITGB2 
Innate Immunity,Neutrophil Degranulation,JUP 
Innate Immunity,Neutrophil Degranulation,KRT1 
Innate Immunity,Neutrophil Degranulation,LAIR1 
Innate Immunity,Neutrophil Degranulation,LAMP1 
Innate Immunity,Neutrophil Degranulation,LAMP2 
Innate Immunity,Neutrophil Degranulation,LCN2 
Innate Immunity,Neutrophil Degranulation,LGALS3 
Innate Immunity,Neutrophil Degranulation,LILRA3 
Innate Immunity,Neutrophil Degranulation,LILRB2 
Innate Immunity,Neutrophil Degranulation,LILRB3 
Innate Immunity,Neutrophil Degranulation,LTF 
Innate Immunity,Neutrophil Degranulation,LYZ 
Innate Immunity,Neutrophil Degranulation,MAPK1 
Innate Immunity,Neutrophil Degranulation,MAPK14 
Innate Immunity,Neutrophil Degranulation,MIF 
Innate Immunity,Neutrophil Degranulation,MME 
Innate Immunity,Neutrophil Degranulation,MMP9 
Innate Immunity,Neutrophil Degranulation,MPO 
Innate Immunity,Neutrophil Degranulation,NFAM1 
Innate Immunity,Neutrophil Degranulation,NFKB1 
Innate Immunity,Neutrophil Degranulation,NRAS 
Innate Immunity,Neutrophil Degranulation,OLR1 
Innate Immunity,Neutrophil Degranulation,PECAM1 
Innate Immunity,Neutrophil Degranulation,PGM2 
Innate Immunity,Neutrophil Degranulation,PKM 
Innate Immunity,Neutrophil Degranulation,PLAU 
Innate Immunity,Neutrophil Degranulation,PLAUR 
Innate Immunity,Neutrophil Degranulation,PLD1 
Innate Immunity,Neutrophil Degranulation,PPBP 
Innate Immunity,Neutrophil Degranulation,PRG2 
Innate Immunity,Neutrophil Degranulation,PRKCD 
Innate Immunity,Neutrophil Degranulation,PSEN1 
Innate Immunity,Neutrophil Degranulation,PSMB7 
Innate Immunity,Neutrophil Degranulation,PSMD7 
Innate Immunity,Neutrophil Degranulation,PTPRC 
Innate Immunity,Neutrophil Degranulation,PYCARD 
Innate Immunity,Neutrophil Degranulation,RAB7A 
Innate Immunity,Neutrophil Degranulation,RAC1 
Innate Immunity,Neutrophil Degranulation,RHOA 
Innate Immunity,Neutrophil Degranulation,ROCK1 
Innate Immunity,Neutrophil Degranulation,S100A12 
Innate Immunity,Neutrophil Degranulation,S100A7 
Innate Immunity,Neutrophil Degranulation,S100A8 
Innate Immunity,Neutrophil Degranulation,S100A9 
Innate Immunity,Neutrophil Degranulation,SELL 
Innate Immunity,Neutrophil Degranulation,SERPINA1 
Innate Immunity,Neutrophil Degranulation,SIGLEC5 
Innate Immunity,Neutrophil Degranulation,SIRPA 
Innate Immunity,Neutrophil Degranulation,SLC11A1 
Innate Immunity,Neutrophil Degranulation,STING1 
Innate Immunity,Neutrophil Degranulation,STK11IP 
Innate Immunity,Neutrophil Degranulation,TICAM2 
Innate Immunity,Neutrophil Degranulation,TLR2 
Innate Immunity,Neutrophil Degranulation,TNFAIP6 
Innate Immunity,Neutrophil Degranulation,TNFRSF1B 
Innate Immunity,Neutrophil Degranulation,TOLLIP 
Innate Immunity,Neutrophil Degranulation,TTR 
Innate Immunity,Neutrophil Degranulation,TUBB
Innate Immunity,NK Activity,B2M 
Innate Immunity,NK Activity,BID 
Innate Immunity,NK Activity,BRAF 
Innate Immunity,NK Activity,BTK 
Innate Immunity,NK Activity,CASP3 
Innate Immunity,NK Activity,CD244 
Innate Immunity,NK Activity,CD247 
Innate Immunity,NK Activity,CD48 
Innate Immunity,NK Activity,CLEC5A 
Innate Immunity,NK Activity,CSF2 
Innate Immunity,NK Activity,FAS 
Innate Immunity,NK Activity,FASLG 
Innate Immunity,NK Activity,FCER1G 
Innate Immunity,NK Activity,FCGR3A/B 
Innate Immunity,NK Activity,FYN 
Innate Immunity,NK Activity,GRB2 
Innate Immunity,NK Activity,GZMB 
Innate Immunity,NK Activity,HLA-A 
Innate Immunity,NK Activity,HLA-B 
Innate Immunity,NK Activity,HLA-C 
Innate Immunity,NK Activity,HLA-E 
Innate Immunity,NK Activity,HLA-G 
Innate Immunity,NK Activity,HRAS 
Innate Immunity,NK Activity,ICAM1 
Innate Immunity,NK Activity,ICAM2 
Innate Immunity,NK Activity,IFNA1 
Innate Immunity,NK Activity,IFNA2 
Innate Immunity,NK Activity,IFNA7/17 
Innate Immunity,NK Activity,IFNA8 
Innate Immunity,NK Activity,IFNAR1 
Innate Immunity,NK Activity,IFNAR2 
Innate Immunity,NK Activity,IFNB1 
Innate Immunity,NK Activity,IFNG 
Innate Immunity,NK Activity,IFNGR1 
Innate Immunity,NK Activity,IFNGR2 
Innate Immunity,NK Activity,ITGAL 
Innate Immunity,NK Activity,ITGB2 
Innate Immunity,NK Activity,KIR Family 
Innate Immunity,NK Activity,KIR3DL3 
Innate Immunity,NK Activity,KLRC1 
Innate Immunity,NK Activity,KLRD1 
Innate Immunity,NK Activity,KLRK1 
Innate Immunity,NK Activity,KRAS 
Innate Immunity,NK Activity,LAT 
Innate Immunity,NK Activity,LCK 
Innate Immunity,NK Activity,MAP2K1 
Innate Immunity,NK Activity,MAP2K2 
Innate Immunity,NK Activity,MAPK1 
Innate Immunity,NK Activity,MAPK3 
Innate Immunity,NK Activity,MICA 
Innate Immunity,NK Activity,MICB 
Innate Immunity,NK Activity,NCR1 
Innate Immunity,NK Activity,NFATC1 
Innate Immunity,NK Activity,NFATC2 
Innate Immunity,NK Activity,NKG7 
Innate Immunity,NK Activity,NRAS 
Innate Immunity,NK Activity,PIK3CA 
Innate Immunity,NK Activity,PIK3CB 
Innate Immunity,NK Activity,PIK3CD 
Innate Immunity,NK Activity,PIK3R1 
Innate Immunity,NK Activity,PIK3R2 
Innate Immunity,NK Activity,PIK3R3 
Innate Immunity,NK Activity,PLCG2 
Innate Immunity,NK Activity,PPP3CA 
Innate Immunity,NK Activity,PPP3CB 
Innate Immunity,NK Activity,PPP3CC 
Innate Immunity,NK Activity,PPP3R1 
Innate Immunity,NK Activity,PPP3R2 
Innate Immunity,NK Activity,PRF1 
Innate Immunity,NK Activity,PRKCA 
Innate Immunity,NK Activity,PRKCB 
Innate Immunity,NK Activity,PRKCG 
Innate Immunity,NK Activity,PTPN11 
Innate Immunity,NK Activity,RAC1 
Innate Immunity,NK Activity,RAC2 
Innate Immunity,NK Activity,RAC3 
Innate Immunity,NK Activity,RAF1 
Innate Immunity,NK Activity,SH2D1A 
Innate Immunity,NK Activity,SH2D1B 
Innate Immunity,NK Activity,SHC1 
Innate Immunity,NK Activity,SHC2 
Innate Immunity,NK Activity,SHC3 
Innate Immunity,NK Activity,SHC4 
Innate Immunity,NK Activity,SOS1 
Innate Immunity,NK Activity,SOS2 
Innate Immunity,NK Activity,SYK 
Innate Immunity,NK Activity,TNF 
Innate Immunity,NK Activity,TNFRSF10A 
Innate Immunity,NK Activity,TNFRSF10B 
Innate Immunity,NK Activity,TNFSF10 
Innate Immunity,NK Activity,TREM1 
Innate Immunity,NK Activity,TREM2 
Innate Immunity,NK Activity,ULBP2 
Innate Immunity,NK Activity,ZAP70
Innate Immunity,NLR Signaling,ATG12 
Innate Immunity,NLR Signaling,ATG16L1 
Innate Immunity,NLR Signaling,ATG5 
Innate Immunity,NLR Signaling,BCL2 
Innate Immunity,NLR Signaling,BCL2L1 
Innate Immunity,NLR Signaling,BIRC3 
Innate Immunity,NLR Signaling,CAMP 
Innate Immunity,NLR Signaling,CARD9 
Innate Immunity,NLR Signaling,CASP1 
Innate Immunity,NLR Signaling,CASP12 
Innate Immunity,NLR Signaling,CASP8 
Innate Immunity,NLR Signaling,CCL2 
Innate Immunity,NLR Signaling,CCL5 
Innate Immunity,NLR Signaling,CHUK 
Innate Immunity,NLR Signaling,CXCL1 
Innate Immunity,NLR Signaling,CXCL2 
Innate Immunity,NLR Signaling,CXCL3 
Innate Immunity,NLR Signaling,CXCL8 
Innate Immunity,NLR Signaling,CYBB 
Innate Immunity,NLR Signaling,FADD 
Innate Immunity,NLR Signaling,GBP1 
Innate Immunity,NLR Signaling,GBP2 
Innate Immunity,NLR Signaling,GBP4 
Innate Immunity,NLR Signaling,IFI16 
Innate Immunity,NLR Signaling,IFNA1 
Innate Immunity,NLR Signaling,IFNA2 
Innate Immunity,NLR Signaling,IFNA7/17 
Innate Immunity,NLR Signaling,IFNA8 
